username,time,tweet_text
Howtfdoyoudodis,2022-04-26 17:03:06+00:00,b'@BeagleTheDeagle @Bananchekut1 @3CFilmss i dont even remember Oscars voice bruh. This a good edit tho'
LadyBArtist,2022-04-26 17:02:52+00:00,b'RT @GiannisAMess: Throwback to when Dolly Parton tore it UP at the Oscars singing her Oscar-nominated song \xe2\x80\x9cTravelin Thru\xe2\x80\x9d about the life a\xe2\x80\xa6'
siftpop,2022-04-26 17:02:37+00:00,"b'For the 2nd installment, Heath takes a look at 1976 movies and awards 5 new Academy Awards! https://t.co/TVxJNb9OvU'"
robreau_arthur,2022-04-26 17:02:12+00:00,"b'RT @Variety: The #BeautyAndTheBeast best picture nomination left ""some worried an animated movie might win every year, a sentiment that, in\xe2\x80\xa6'"
shreyalvis786,2022-04-26 17:01:59+00:00,b'@Deebeegeek26 Rare screenshot of Dee at the Oscars during the slap. https://t.co/jk5SzHGZY1'
SirMacintalk,2022-04-26 17:01:46+00:00,"b""@mousterpiece Cynthia Erivo is one of the only people who could get me to a modern musical but I'll wait until the\xe2\x80\xa6 https://t.co/X3l7qwJxQB"""
imoorzy,2022-04-26 17:01:04+00:00,b'@Experiencedoa 8. You don\xe2\x80\x99t mumble rap\n9. You don\xe2\x80\x99t have a dad to keep you famous no matter what\n10. You don\xe2\x80\x99t have\xe2\x80\xa6 https://t.co/okrPhpV98m'
SHINIGHAMIX,2022-04-26 17:00:47+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
Vivian_dC_,2022-04-26 17:00:40+00:00,b'RT @AnsarArooma: The Oscars https://t.co/7GxJhql7rq'
AzucarSecret,2022-04-26 16:59:52+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
_LaurenC30_,2022-04-26 16:59:51+00:00,b'Oscars all kitted out for tonight #wafc @LaticsOfficial https://t.co/XPMct7ziRP'
pranavmanie,2022-04-26 16:59:48+00:00,"b""it's really sad that the whole Will Smith-Chris Rock thing happened at the Oscars. King Richard is a fabulous movie\xe2\x80\xa6 https://t.co/uRcypiMcKw"""
BreakItUBuyIt68,2022-04-26 16:59:40+00:00,"b""@LORDSWatchman1 @adroxx how about YOU show me where the Oscars are on his Vero...\n\nbecause every photo I've seen of\xe2\x80\xa6 https://t.co/gnyTkLPqdK"""
themoose21,2022-04-26 16:59:31+00:00,b'RT @_CLEology: This is one of my fav moments in life\xe2\x80\xa6the in-theater reaction resembled a walkoff HR or some crazy WWE return entrance. I\xe2\x80\x99ll\xe2\x80\xa6'
LadyLuckyLu_,2022-04-26 16:59:01+00:00,b'RT @SonicMovie: See you at the Oscars.'
scripttoscene,2022-04-26 16:58:50+00:00,b'So the Oscars membership could vote for the top 100\n\nPlus it can give some people who have never won an Oscar a lot\xe2\x80\xa6 https://t.co/JFjeDW75I9'
suuhyeog,2022-04-26 16:58:49+00:00,"b""RT @DunnSaul1: \xf0\x9f\x8e\x9e\xef\xb8\x8f\xf0\x9f\x94\xa5BRIAN BRACKETS XLIII: Oscars Best Picture Winners \xf0\x9f\x94\xa5\xf0\x9f\x8e\x9e\xef\xb8\x8fFinal FourSchindler's List\xf0\x9f\x86\x9aLord of the Rings: The Return of\xe2\x80\xa6"""
LORDSWatchman1,2022-04-26 16:57:01+00:00,"b""@BreakItUBuyIt68 @adroxx \n\nGo to Zack Snyder's Vero and check things out, too. \n\nI suppose the two Oscars given to\xe2\x80\xa6 https://t.co/Fpnzkh08sv"""
fluteplay,2022-04-26 16:56:56+00:00,b'Soon as this happened I  wondered where HR is with the cops? I specialize in this type of  work. Will Smith needs t\xe2\x80\xa6 https://t.co/jM3W7CNUOl'
cinnamentoasty,2022-04-26 16:56:56+00:00,b'RT @FactsOfSchool: Just like the Oscars https://t.co/tuKK2Q2rpY'
Milken,2022-04-26 16:56:33+00:00,"b'@bakeruniversity your alum Ryan Pfeifer just won ""the Oscars of Teaching"" and $25K for his dedication to students i\xe2\x80\xa6 https://t.co/zVgqXkfj0D'"
StorySlug,2022-04-26 16:56:27+00:00,"b'RT @tonnslingdog: The Oscar is a sleazy movie about a sociopath who wants to win an Oscar real bad. While the sordid tale unravels, we talk\xe2\x80\xa6'"
tonnslingdog,2022-04-26 16:56:01+00:00,"b'The Oscar is a sleazy movie about a sociopath who wants to win an Oscar real bad. While the sordid tale unravels, w\xe2\x80\xa6 https://t.co/W65Bmo863w'"
TMHFRAN,2022-04-26 16:55:15+00:00,b'@some5SOSmemes They deserve like 10 oscars for them tbh'
Milken,2022-04-26 16:55:12+00:00,"b'@KState Ryan Pfeifer won ""the Oscars of Teaching"" and $25K today in Topeka - @kstatealumni can you help us congratu\xe2\x80\xa6 https://t.co/DMNHdar02M'"
9ja_breed,2022-04-26 16:55:07+00:00,b'How Chris Rock is Workshopping His Jokes Post Oscars Slap (Source) https://t.co/IjnyUvbRgn'
memeboy50492870,2022-04-26 16:54:45+00:00,"b""RT @MarjanAmbroze: @SonicMovie MARIO MOVIE JUST GOT DELAYED TILL SPRING NEXT YEAR, SONIC REALLY JUST SENT THAT MF'S ASS TF AWAY FROM THE OS\xe2\x80\xa6"""
Goggles69672832,2022-04-26 16:54:12+00:00,b'RT @__february23: This slap better than the #Oscars HANDS DOWN\xe2\x80\xbc\xef\xb8\x8f. https://t.co/pkWM6lD8BC'
navb82,2022-04-26 16:53:21+00:00,"b'@jaan_shehnaaz1 @priyaadivarekar Same director, same producer ...created a more polished version in hindi, its new\xe2\x80\xa6 https://t.co/N0unu57V8A'"
fluteplay,2022-04-26 16:52:56+00:00,"b""RT @TMZ: Chris Rock's mom just made it clear ... when Will Smith slapped her son, it was personal. https://t.co/xFgtdGLDQr"""
_alialkhatib,2022-04-26 16:52:10+00:00,b'@npseaver how many people voting on JPS are primarily basing their votes on what they saw during the oscars?'
PoppeeAimee,2022-04-26 16:52:01+00:00,"b'RT @THR: In a video message, ACE addressed the controversial decision to present eight categories in advance of the live #Oscars telecast:\xe2\x80\xa6'"
cbsnhs,2022-04-26 16:51:31+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
buteraijk,2022-04-26 16:51:25+00:00,"b""RT @woniesmainthing: wait coz that means that there's a possibility that they will create an original song for each of the film??? and ther\xe2\x80\xa6"""
BreakItUBuyIt68,2022-04-26 16:51:05+00:00,"b""@LORDSWatchman1 ...the article isn't quoting anyone. there are no quotes in that article from Zaslav.\n\nand they're\xe2\x80\xa6 https://t.co/kRH6V2ZPNk"""
Ifyouneedtovent,2022-04-26 16:50:56+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
wmrmusicgroup,2022-04-26 16:50:23+00:00,b'Beyonc\xc3\xa9 and Billie Eilish to Perform at 2022 Oscars\n\nReba McEntire and Sebasti\xc3\xa1n Yatra (but not Van Morrison) will\xe2\x80\xa6 https://t.co/cxyBCujjcY'
Golflikecrazy,2022-04-26 16:49:40+00:00,"b'RT @PutinsKillList: Images of horrific crimes perpetrated by the \xf0\x9f\x87\xb7\xf0\x9f\x87\xba soldiers have been coming out of \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 in the past weeks. At times, it see\xe2\x80\xa6'"
Mizetulip,2022-04-26 16:49:27+00:00,b'RT @wenella_subs: /1 Apr 25 Weibo: #tb #ZhuYilong at DragonTV 2020 Countdown #\xe6\x9c\xb1\xe4\xb8\x80\xe9\xbe\x99 #\xe6\x9c\xb1\xe4\xb8\x80\xe9\xbe\x8d \xc2\xa9 Weibo \xe6\x9c\xb1\xe6\x9c\xb1\xe7\x9a\x84oscars https://t.co/XP0kFezfBr'
danny_chivo,2022-04-26 16:48:47+00:00,"b'RT @TMZ: Will Smith\xe2\x80\x99s Netflix Sequel \xe2\x80\x98Bright 2\xe2\x80\x99 Reportedly Canceled, Unrelated to Oscars Slap (via @[BET]) https://t.co/86JnTtnDTG'"
schlife,2022-04-26 16:48:34+00:00,b'What is Universal pictures going to do when Wicked is deservedly snubbed for Oscars two years in a row'
SylviaTomarchio,2022-04-26 16:48:18+00:00,b'@MovieFanReview1 Mcdormand you need to trace her to the early parts I guess Joel knew from the very beginning and h\xe2\x80\xa6 https://t.co/q8gk7yZykR'
ByClaytonDavis,2022-04-26 16:48:09+00:00,"b'https://t.co/4P4LCmFCHX Has Its Biggest Traffic Month in History, Beating Other Major Entertainment News Sites \n\nLI\xe2\x80\xa6 https://t.co/2Z5Qk5ADJG'"
Oscars_Bubble,2022-04-26 16:47:36+00:00,"b'@StephanusHH Sixtus, wer ist Sixtus. \n\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'"
lmolmsupremacy,2022-04-26 16:46:52+00:00,"b'@MEGSlNGS - A movie musical usually has a dozen songs, Wicked has 20, and all of them are essential to the plot + t\xe2\x80\xa6 https://t.co/jRwdvkbRRp'"
visitbville,2022-04-26 16:46:47+00:00,b'Get ready for a red carpet worth night with the Bartlesville Symphony Orchestra! Get your tickets and head to The C\xe2\x80\xa6 https://t.co/4Tzb0PrapJ'
CyrusVishal,2022-04-26 16:46:34+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
jeneumeier,2022-04-26 16:46:29+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report https://t.co/doibdUmIkG #FoxNews"""
sherbetsaucers,2022-04-26 16:46:26+00:00,"b""For those of you who didn't know, during the 1982 Academy Awards Sheena Easton performed the title track 'For Your\xe2\x80\xa6 https://t.co/EX3IggfLhw"""
scripttoscene,2022-04-26 16:46:22+00:00,b'Here\xe2\x80\x99s an idea for the @TheAcademy\n\nWith the 100th #AcademyAwards coming in a few years\n\nYou know how the NBA had t\xe2\x80\xa6 https://t.co/ZnXoq8IYar'
ferspeed2609,2022-04-26 16:46:06+00:00,"b'\xc2\xa1Together And United, VS The Coronavirus #Covid19 To The End! \xf0\x9f\x98\x89\xf0\x9f\x91\x8d\n\n#JimmyNeutronBoyGenius\n\n#JimmyNeutron\xe2\x80\xa6 https://t.co/VZUD8xQkaj'"
PotratzHockey,2022-04-26 16:45:57+00:00,b'I think we all have to agree that Michael Mando is a given to win best supporting actor for that performance in Bet\xe2\x80\xa6 https://t.co/d8YUu3ZpQM'
AnaliseBotafog0,2022-04-26 16:45:25+00:00,b'@JohnTextor are u trying to win the Oscars again?'
___Kalyan,2022-04-26 16:45:19+00:00,b'@LinesAreIn @MaheshS_Wali If a comparison is to be made it has to be with Oscars not with noble prize.'
dxsturbwa,2022-04-26 16:45:17+00:00,"b'RT @PopBase: Chris Rock\xe2\x80\x99s mom talks about the Oscars slap:\n\n\xe2\x80\x9cWhen Will slapped Chris, he slapped all of us. But he really slapped me. Becau\xe2\x80\xa6'"
goodethinggoing,2022-04-26 16:45:01+00:00,"b'I assume the two movies will follow the act break, but that makes the decision to release them a year apart so conf\xe2\x80\xa6 https://t.co/B22o4L4MeI'"
SukuJoshua,2022-04-26 16:44:42+00:00,b'Will Smith Traveled to India for Spiritual Purposes One Month After Oscars Slap. The actor was seen for the first t\xe2\x80\xa6 https://t.co/8680R6IhwG'
MusicMeetFans,2022-04-26 16:44:38+00:00,b'Which #Oscars winner is your favorite? ?   #TuesdayThoughts'
fireworkbonnie,2022-04-26 16:44:24+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
swtnrsworld,2022-04-26 16:44:07+00:00,b'ok but what if we get an original wicked song and it gets nominated at oscars https://t.co/aiuPUysPxW'
M3Writer,2022-04-26 16:43:37+00:00,"b""RT @gumby4christ: Additionally, it's highly unlikely Riley never met Ghislaine, given that Riley attended the infamous 2014 Vanity Fair Osc\xe2\x80\xa6"""
johncox42585808,2022-04-26 16:43:12+00:00,"b""Chris Rock's mother doesn't consider Will Smith's Oscars ban punishment: 'He slapped all of us'\xe2\x80\xa6 https://t.co/cpMBagDnTe"""
LarryVNN,2022-04-26 16:42:56+00:00,"b'RT @GlobalMediaBuzz: Oscars, CGI and Jonathan Pie: Inside The New York Times\xe2\x80\x99 award-winning Opinion Video department: https://t.co/nHENwHmL\xe2\x80\xa6'"
KiplingIfby,2022-04-26 16:42:19+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report\nWILL SMITH PLEASE STOP THE CHARADE!\nhttps://t.co/pYDMz7XuNp"""
prettyswankgirl,2022-04-26 16:42:03+00:00,b'No. 5 \xf0\x9f\x92\xab\n\n\xe2\x80\xa2 20mm repurposed CHANEL \n\xe2\x80\xa2 18\xe2\x80\x9d - 14k Gold Filled chain\n\n#prettyswankgirl #jewelry #no5 #CHANEL\xe2\x80\xa6 https://t.co/du71d1AlHr'
julieblue917,2022-04-26 16:41:37+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report\n\nhttps://t.co/JQu5LJHbWg"""
agspacepov,2022-04-26 16:41:18+00:00,"b""RT @woniesmainthing: wait coz that means that there's a possibility that they will create an original song for each of the film??? and ther\xe2\x80\xa6"""
CunningShowbiz,2022-04-26 16:41:03+00:00,b'How Chris Rock is Workshopping His Jokes Post Oscars Slap (Source) https://t.co/i7OedILwGh'
woniesmainthing,2022-04-26 16:40:41+00:00,"b""wait coz that means that there's a possibility that they will create an original song for each of the film??? and t\xe2\x80\xa6 https://t.co/lVFUsxvq3v"""
melythemac,2022-04-26 16:40:32+00:00,b'@dawnyb Right? he can just go to the Oscars if he wants to see people dressed up normally'
Power1051,2022-04-26 16:40:00+00:00,"b'""You reacted to your wife giving you the side-eye and you went and made her day because she was mulled over laughin\xe2\x80\xa6 https://t.co/7ftYR6y5Fg'"
pellegr11,2022-04-26 16:39:59+00:00,"b'RT @libsoftiktok: White people shouldn\xe2\x80\x99t speak about what happened at the Oscars because of their \xe2\x80\x9cwhite lens.\xe2\x80\x9d Ableism, misogyny, white su\xe2\x80\xa6'"
CGombatto,2022-04-26 16:39:56+00:00,"b""Calling on @TheAcademy to revoke #KevinSpacey's Oscars."""
CGombatto,2022-04-26 16:39:24+00:00,"b""Calling on @TheAcademy to revoke #WoodyAllen 's Oscars."""
_CLEology,2022-04-26 16:38:23+00:00,b'This is one of my fav moments in life\xe2\x80\xa6the in-theater reaction resembled a walkoff HR or some crazy WWE return entra\xe2\x80\xa6 https://t.co/z0lEaMBMGW'
KatieCatton4,2022-04-26 16:38:12+00:00,"b'Hi Everyone, just a reminder I need all rsvp\xe2\x80\x99s back for Oscars party Saturday either tonight or tomorrow am so I ca\xe2\x80\xa6 https://t.co/XXkYCtLQpx'"
NeeNadezhda,2022-04-26 16:37:54+00:00,b'RT @TwittaHoney: Very much giving the fast fashion of cinema &amp; all the seams were unfinished and improperly tailored. Of course people will\xe2\x80\xa6'
SpockTheVulcan3,2022-04-26 16:37:37+00:00,"b""RT @Ike__McFadden: There is this idea that a secret cabal rules the world.\n\nI've worked with the Dept of State, execs at NASDAQ, and worked\xe2\x80\xa6"""
AChrispel,2022-04-26 16:36:40+00:00,"b'RT @Don_TEE: @EL_GEEZZE @studios_runner With the right input, Nigerians will do to movies what we are now doing to. music.\n\nWatch out for N\xe2\x80\xa6'"
a_n_ray,2022-04-26 16:36:39+00:00,"b'- a Will Smith Oscars joke, despite having been in rehearsal since before March, meaning the joke was different at\xe2\x80\xa6 https://t.co/JREMMFgwo5'"
randbob58,2022-04-26 16:35:41+00:00,b'@chelsiewrath The first one was groundbreaking want to see what the new one is like that won 4 Oscars!'
miimiiabo,2022-04-26 16:35:37+00:00,"b""RT @TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/C9U5NOtGap"""
scousetory54,2022-04-26 16:35:34+00:00,b'@Astro_Healer_Sh Indian recreation of Will Smith Oscars moment'
harisraina3,2022-04-26 16:35:34+00:00,"b""@RiyashaTweets No i think that's the reason he is not picking right movies bcoz people blindly supporting..  And he\xe2\x80\xa6 https://t.co/qYcyh7YC6E"""
Cutepandaki,2022-04-26 16:34:48+00:00,"b'RT @ikonictrsr_131: After seeing this scene, I feel so motivated. It changed my life, now I\xe2\x80\x99m a successful person.I got 9 olympic gold meda\xe2\x80\xa6'"
cw72416,2022-04-26 16:34:41+00:00,b'@getFANDOM where was this in the oscars cheer moment? saw it in theaters three times and this moment to this day co\xe2\x80\xa6 https://t.co/snqVYai4Gq'
amishhart62,2022-04-26 16:34:27+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report https://t.co/UiM92XImFZ #FoxNews"""
TVTHEditor,2022-04-26 16:33:40+00:00,"b""@RareOats I love a good hate watch. It's how I do the Oscars now.\n\nBut all I have left is scalp. Ha!"""
97july,2022-04-26 16:33:23+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
MaraReinstein,2022-04-26 16:33:19+00:00,b'@ScottDMenzel Oh I\xe2\x80\x99m sure it looked fantastic. I just don\xe2\x80\x99t have emotional strength for Oscars 2024 prognosticating!'
adam_tgm,2022-04-26 16:32:25+00:00,b'RT @Dream: I need twitter likes:\n\nWill Smith slapped Chris Rock at Oscars'
Garf_Posting,2022-04-26 16:32:15+00:00,"b""@star_keaton @Baldur_Odinsson Chris rock walked in stage and the iconic Oscars trap door got him, he hasn't been seen since"""
GetmemySandwich,2022-04-26 16:32:04+00:00,b'@Meamth @VegasBabyKJ @DigitalSisyphus @BTSMaclvor @10earthquakes But Oscars? Did you win them?'
BruceRFeldman,2022-04-26 16:31:47+00:00,b'RT @marcmalkin: So will Wicked be up for Oscars as well as limited series Emmys? \xf0\x9f\x98\x9c'
Junodeer,2022-04-26 16:31:28+00:00,b'@DustyFurredDerg @liveinserum It\xe2\x80\x99s a reference to a movie Staring the funny Oscars Slap man'
SherryN84852042,2022-04-26 16:31:24+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report https://t.co/CVWHIkIkzK #FoxNews ha\xe2\x80\xa6 https://t.co/slw27PaxS3"""
TMROJ,2022-04-26 16:30:30+00:00,b'@codymonster91 I don\xe2\x80\x99t think it was a coincidence that modern Hollywood cut the editing category from the Oscars gi\xe2\x80\xa6 https://t.co/8DpdmEAJFM'
MyWayMagazine,2022-04-26 16:30:23+00:00,b'@SKyKatz 2 Anne Hathaway (1 Oscar) is ex-Disney Channel. Jodie Foster (2 Oscars) is ex-Disney Channel. Lindsay Loha\xe2\x80\xa6 https://t.co/hRVJcZwS4d'
BIGkrt,2022-04-26 16:29:30+00:00,b'RT @Dev_akash___: Will Smith inspires me. The way he defended his wife at the Oscars is amazing. \n\n#InspireGreatness @tcl_india #InspireGre\xe2\x80\xa6'
imgarima_S,2022-04-26 16:29:17+00:00,b'RT @Dev_akash___: Will Smith inspires me. The way he defended his wife at the Oscars is amazing. \n\n#InspireGreatness @tcl_india #InspireGre\xe2\x80\xa6'
prosperityullc,2022-04-26 16:28:45+00:00,"b'""Love &amp; Money"" - Episode 116 - Chris Rock\'s Mom Clapback, and Step 1 - P... https://t.co/UK8O9VIp2V via @YouTube\xe2\x80\xa6 https://t.co/ovKykyuflH'"
stillcham,2022-04-26 16:28:42+00:00,"b'RT @shadowandact: When asked about working with Smith again, Bay said told Entertainment Weekly, \xe2\x80\x9cAbsolutely, 100 percent.\xe2\x80\x9d\nhttps://t.co/CL\xe2\x80\xa6'"
AndreaSkulls346,2022-04-26 16:28:35+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
kraake09,2022-04-26 16:27:47+00:00,"b'RT @dailymaverick: The Laureus World Sports Awards, the \xe2\x80\x98Oscars\xe2\x80\x99 of the industry, honoured the best in the business this week. https://t.co\xe2\x80\xa6'"
chernobyldenier,2022-04-26 16:27:42+00:00,b'ariana at the 2026 oscars nominated for best actress for wicked part two after winning best actress at the 2025 osc\xe2\x80\xa6 https://t.co/n072M0r3Yp'
anas_erindra,2022-04-26 16:27:41+00:00,"b""RT @harpersbazaarus: Jada Pinkett Smith's Latest 'Red Table Talk' Briefly Addresses The Oscars Slap https://t.co/yc6bMEb7sT"""
TwittaHoney,2022-04-26 16:27:11+00:00,"b""Not to legitimize institutions like the Oscars that aren't for Black people anyway. But these are the same institut\xe2\x80\xa6 https://t.co/Ym2GMmSfDR"""
airpower20,2022-04-26 16:27:07+00:00,b'Watch part 2 in our YouTube channel!   https://t.co/ELp9ZjZtIG\n#Transformers #ambulance #hasbro #willsmith\xe2\x80\xa6 https://t.co/OYYt0dcpDW'
PPR_Team,2022-04-26 16:26:54+00:00,"b'RT @latimes: Breathing new life into a controversy that dogged this year\xe2\x80\x99s Oscars, American Cinema Editors released a video statement blast\xe2\x80\xa6'"
PPR_Team,2022-04-26 16:26:45+00:00,b'RT @Variety: American Cinema Editors Call on Academy to Rethink Cut Categories Ahead of 2023\xc2\xa0Oscars https://t.co/y52Lvjmj3z'
its_Anamika_J,2022-04-26 16:26:09+00:00,b'RT @Dev_akash___: Will Smith inspires me. The way he defended his wife at the Oscars is amazing. \n\n#InspireGreatness @tcl_india #InspireGre\xe2\x80\xa6'
TEOsweetener,2022-04-26 16:26:06+00:00,"b'double the oscars, GENIUS!! https://t.co/lcHlfl4rva'"
IllustratorRcn,2022-04-26 16:26:00+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
IamRaushan9,2022-04-26 16:25:43+00:00,b'RT @Dev_akash___: Will Smith inspires me. The way he defended his wife at the Oscars is amazing. \n\n#InspireGreatness @tcl_india #InspireGre\xe2\x80\xa6'
Viking6Covert,2022-04-26 16:25:30+00:00,"b""Will Smith hasn't 'personally' apologized to Chris Rock for Oscars slap: report\n\nhttps://t.co/ilWuNUxvfc"""
BoyoBCorgi,2022-04-26 16:24:49+00:00,b'RT @GiannisAMess: Throwback to when Dolly Parton tore it UP at the Oscars singing her Oscar-nominated song \xe2\x80\x9cTravelin Thru\xe2\x80\x9d about the life a\xe2\x80\xa6'
Tuko_co_ke,2022-04-26 16:24:42+00:00,"b'Will Smith has taken to spirituality, meditation and yoga after reportedly travelling to India to meet religious le\xe2\x80\xa6 https://t.co/mQhEesZKNL'"
Jonny_dlt_,2022-04-26 16:24:18+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
chahal_gavin,2022-04-26 16:24:08+00:00,"b""Jada Pinkett Smith 'insisted' On Family Trip To India Amid Will Smith Controversy; Reports https://t.co/Pg20ugVtRb\xe2\x80\xa6 https://t.co/Cvxv8K0Jmb"""
bobbyislifeee,2022-04-26 16:24:05+00:00,"b'RT @ikonictrsr_131: After seeing this scene, I feel so motivated. It changed my life, now I\xe2\x80\x99m a successful person.I got 9 olympic gold meda\xe2\x80\xa6'"
kori_paulsen,2022-04-26 16:24:05+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
Majic955,2022-04-26 16:24:00+00:00,b'How would you feel if you were in her shoes?\nChris Rock\xe2\x80\x99s mother reacts to Oscars Will Smith incident - https://t.co/n3E5yENOgr'
HerAgenda,2022-04-26 16:23:44+00:00,"b""Let's reminisce: What looks were your favorites from the Oscars?  https://t.co/SO2mTqq0uz"""
imacreepyperson,2022-04-26 16:23:26+00:00,"b""RT @CasIsLoved: castiel's confession trended above us elections. misha collins at the oscars trended above all the a-listers. misha coming\xe2\x80\xa6"""
marcmalkin,2022-04-26 16:22:51+00:00,b'So will Wicked be up for Oscars as well as limited series Emmys? \xf0\x9f\x98\x9c'
TwittaHoney,2022-04-26 16:22:48+00:00,b'Very much giving the fast fashion of cinema &amp; all the seams were unfinished and improperly tailored. Of course peop\xe2\x80\xa6 https://t.co/GflI8j2FJi'
clubesecreto0,2022-04-26 16:21:58+00:00,b'RT @SamuelLJackson: Revelations Of Will Smith Call With Oscar Bosses Outrages Board &amp; More #SmartNews  https://t.co/0CEj5wGcyw'
EaZ_E_,2022-04-26 16:21:26+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
eye9ja,2022-04-26 16:21:18+00:00,b'Will Smith hasn\xe2\x80\x99t \xe2\x80\x98personally\xe2\x80\x99 apologized to Chris Rock for Oscars slap:\xc2\xa0report https://t.co/o9usOmoFL5'
prophet_zeke,2022-04-26 16:21:10+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
Weheart2read,2022-04-26 16:20:29+00:00,b'RT @HarlemHighJinx: Ukraine Burns While Celebrities Party at the #AcademyAwards \n\n#Oscars #UkraineWar #Zelenskyy #StandWithUkraine\xef\xb8\x8f #Oscar2\xe2\x80\xa6'
lbrice978,2022-04-26 16:20:28+00:00,"b'RT @BaystreetRising: Big upside in this one\n\xf0\x9f\x9a\x80Malta and Ont gambling licenses \n\xf0\x9f\x9a\x80will be able to bet on esports, sports, the oscars, and even\xe2\x80\xa6'"
AmaTailor,2022-04-26 16:20:23+00:00,b'#OverToYouGH Best Actor at the next Oscars https://t.co/yp0iYbczLb'
tothemooooonn,2022-04-26 16:20:22+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
CallmeFonso,2022-04-26 16:19:48+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
albela_ladkaa,2022-04-26 16:19:28+00:00,b'RT @Dev_akash___: Will Smith inspires me. The way he defended his wife at the Oscars is amazing. \n\n#InspireGreatness @tcl_india #InspireGre\xe2\x80\xa6'
darylmine2,2022-04-26 16:19:26+00:00,"b'Dear @MandoMichael, \nI have to say this again:\nYou deserve Oscars, Emmys, Golden Globes\xe2\x80\xa6 All the Awards!!\nWhat a pe\xe2\x80\xa6 https://t.co/6UummZwEfm'"
1tomsldn,2022-04-26 16:19:07+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
Chris_Starr_,2022-04-26 16:19:00+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
BreakItUBuyIt68,2022-04-26 16:18:24+00:00,b'@LORDSWatchman1 @adroxx NO to BOTH.\nYou\xe2\x80\x99re referring to an LA Times article that is the words of the writer NOT Zas\xe2\x80\xa6 https://t.co/85Kq5VlJYR'
Kojchapan,2022-04-26 16:18:04+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
