username,time,tweet_text
Zack23304374,2022-04-26 04:37:26+00:00,"b""RT @COMP7ONE: well well well. Oscars don't matter anymore?\n#RestoreTheSnyderVerse \n#ReleaseTheAyerCut  \n#UsUnited https://t.co/9z6TF6Hz91"""
YuriyATL,2022-04-26 04:37:19+00:00,"b'Will Smith was in India last week, and it was apparently for \xe2\x80\x9cspiritual purposes.\xe2\x80\x9d It\xe2\x80\x99s now officially the one-mont\xe2\x80\xa6 https://t.co/HiCeC4OqPm'"
3GoldBalls,2022-04-26 04:36:58+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
emeraldappul,2022-04-26 04:36:55+00:00,b'RT @SonicMovie: See you at the Oscars.'
folkloredever,2022-04-26 04:36:51+00:00,b'RT @melodramaswift1: no swiftie cared about oscars...everyone only focused on the will smith incident on twitter that day\xf0\x9f\x98\xad'
eri_glori,2022-04-26 04:36:15+00:00,b'RT @motiansky: swing kids disturbed my soul but it truly deserved every award for a movie out there especially a couple of oscars kyungsoo\xe2\x80\xa6'
CeezMB,2022-04-26 04:36:01+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
ButtPokey,2022-04-26 04:35:56+00:00,"b'@robintran04 @hufbetweetin @ChrissieMayr Good lord, I demand you two roast the audience at the next Oscars.  They w\xe2\x80\xa6 https://t.co/M6tdsJaUZN'"
tinkblueyez,2022-04-26 04:33:25+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
duehajy,2022-04-26 04:33:23+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
comicaccuracy,2022-04-26 04:33:17+00:00,b'@AnotherKaiju The MCU just got a bunch more Oscars'
RonRios13,2022-04-26 04:32:48+00:00,"b""RT @RonRios13: Will Smith's Oscars speech seemed like 'that of a cult leader,' says director Pedro Almod\xc3\xb3var https://t.co/lBTYc7I5i6 \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xa1 WIL\xe2\x80\xa6"""
_Felixmadrigal_,2022-04-26 04:32:35+00:00,"b'RT @adassaofficial: It was an HONOR to sing at the @oscars but I wish I had the chance to sing Dolores\xe2\x80\x99s part, heard Isabellas and Camilos,\xe2\x80\xa6'"
8dayssg,2022-04-26 04:32:28+00:00,b'Will Smith Resurfaces In India For Spiritual Reasons One Month After Oscars Slap\n\nCheck this out \xf0\x9f\x91\x87 https://t.co/ih0cw4dTBy'
rogerrohit,2022-04-26 04:32:18+00:00,b'RT @rakhi_i: Saw @vivekagnihotri\xe2\x80\x99s film @KashmirFiles in Bay Area last night. Succinctly shows the true threat to humanity with no apologie\xe2\x80\xa6'
gigtripper86,2022-04-26 04:31:41+00:00,b'RT @Variety: American Cinema Editors Call on Academy to Rethink Cut Categories Ahead of 2023\xc2\xa0Oscars https://t.co/y52Lvjmj3z'
SammmySam_93,2022-04-26 04:30:17+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
DeRonHQ,2022-04-26 04:30:07+00:00,b'RT @luci4chloe: Just Roman Polanski getting a standing ovation at the 2003 Oscars while on the run for SEX ABUSE. Hollywood has never appli\xe2\x80\xa6'
balleralert,2022-04-26 04:30:05+00:00,"b'Chris Rock\xe2\x80\x99s Mom, Rose, Breaks Silence On Oscars Slap [Video]\nhttps://t.co/SzE0QqEdXL https://t.co/JPOra2giKM'"
myridea,2022-04-26 04:29:25+00:00,b'RT @TitaniaMcGrath: THINGS THAT ARE RACIST\n(part 8)\n\n\xe2\x80\xa2 Biological sex \n\xe2\x80\xa2 Asking \xe2\x80\x9chow are you?\xe2\x80\x9d\n\xe2\x80\xa2 The Oscars \n\xe2\x80\xa2 Knitting https://t.co/J2IRGr\xe2\x80\xa6'
DarkKirbyOrbit,2022-04-26 04:29:04+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
JVulpeis,2022-04-26 04:28:45+00:00,b'RT @MAROONRACOON: Cat oscars https://t.co/lMOuAjfpod'
HoodooYouLove,2022-04-26 04:28:33+00:00,b'RT @ABC: Actor Jack Nicholson is 85 today.\n\nWatch the moment he interrupted a Jennifer Lawrence interview with George Stephanopoulos to con\xe2\x80\xa6'
JennyJaymesGunn,2022-04-26 04:28:07+00:00,"b""RT @gumby4christ: Additionally, it's highly unlikely Riley never met Ghislaine, given that Riley attended the infamous 2014 Vanity Fair Osc\xe2\x80\xa6"""
sol_oscars,2022-04-26 04:27:29+00:00,b'RT @lucidrealmsxyz: Calling all artists! \xf0\x9f\xa7\x91\xe2\x80\x8d\xf0\x9f\x8e\xa8\n\nLooking to earn a spot on our WL? Check out in the art contest in our Discord server!\n\nhttps:\xe2\x80\xa6'
Cris21850_,2022-04-26 04:27:28+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
tv_stella2001,2022-04-26 04:26:38+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
TreyHilburn,2022-04-26 04:26:05+00:00,b'I\xe2\x80\x99ve watched it 3 times. It\xe2\x80\x99s fuckin excellent. Keener as The Boro is literally the best. There is a dinner table s\xe2\x80\xa6 https://t.co/Ien4fneq21'
Variety_Claudia,2022-04-26 04:25:44+00:00,b'American Cinema Editors Call on Academy to Rethink Cut Categories Ahead of 2023 Oscars https://t.co/2YTFvcRgW4 via @variety'
agguman,2022-04-26 04:24:02+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
cookieblobber,2022-04-26 04:23:41+00:00,b'RT @SonicMovie: See you at the Oscars.'
kapejr2,2022-04-26 04:23:22+00:00,"b'@shufflesdu In SA alone we got so many cool stories,turn those into movies we Oscars every year bro'"
guystephaneGoss,2022-04-26 04:23:07+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
BayonettaMex,2022-04-26 04:21:42+00:00,b'RT @SonicMovie: See you at the Oscars.'
deewaker72,2022-04-26 04:21:32+00:00,b'This Denver teacher believes in classrooms that are \xe2\x80\x98open to the world\xe2\x80\x99  \n#Classrooms #TeacherReinaCruz\xe2\x80\xa6 https://t.co/kpDN4rtKvC'
donteatgumballs,2022-04-26 04:21:31+00:00,b'Someone should really ask #ChanningTatum his stance on the \xe2\x80\x9cincident\xe2\x80\x9d that took place at the Oscars \xf0\x9f\xa4\x94'
rebeccaslake,2022-04-26 04:21:19+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
iputahexonyou,2022-04-26 04:20:58+00:00,"b""RT @gumby4christ: Additionally, it's highly unlikely Riley never met Ghislaine, given that Riley attended the infamous 2014 Vanity Fair Osc\xe2\x80\xa6"""
tele1962,2022-04-26 04:20:35+00:00,"b""RT @oscarsclip: Christopher Plummer, 'Beginners' (Best Supporting Actor, 2011) #Oscars #oscarsclip https://t.co/x9TOsAcFcm"""
dramabananna,2022-04-26 04:20:20+00:00,"b'Stunning, Lindsay, but I doubt that Halle Berry\xe2\x80\x99s Oscars\xe2\x80\x99 dress cost $400\xe2\x80\xa6#SummerHouse https://t.co/nV8msqqsFa'"
betotote81,2022-04-26 04:19:55+00:00,"b""RT @oscarsclip: Christopher Plummer, 'Beginners' (Best Supporting Actor, 2011) #Oscars #oscarsclip https://t.co/x9TOsAcFcm"""
Kisses_frm_Kris,2022-04-26 04:19:30+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
LilaJain427,2022-04-26 04:19:27+00:00,"b'RT @billieeilish: Watch Billie\'s performance of ""No Time To Die"", the Academy Award-winning @007 theme song, at the 94th #Oscars. @TheAcade\xe2\x80\xa6'"
raidernationcal,2022-04-26 04:18:57+00:00,b'@TMZ 100 percent related to Oscars'
iamnyelaj,2022-04-26 04:18:26+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
danyellpeterson,2022-04-26 04:17:28+00:00,b'RT @gibsonoma: The best thing I\xe2\x80\x99ve ever heard: Lindsay Hubbard loved the dress that Halle Berry wore to the 2002 Oscars so much that she sa\xe2\x80\xa6'
ClarkStrong4,2022-04-26 04:16:55+00:00,b'RT @Annal33se: I just got excited planning out seeing a best picture nom every day on oscars week and then I remembered Amy Schumer is host\xe2\x80\xa6'
Evan_M_G,2022-04-26 04:16:26+00:00,"b'If there were Oscars-style awards for the best Sokkah Twitter posts over the year, which accounts would make up the\xe2\x80\xa6 https://t.co/YcMaIGBSi4'"
CAA_martinez1,2022-04-26 04:14:37+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
Fake__Butterfly,2022-04-26 04:12:42+00:00,b'RT @That1Toast: YO KAI WATCH PREDICTED WILL SMITH AT THE OSCARS https://t.co/4vCXR2oGuS'
totallykylez,2022-04-26 04:12:18+00:00,b'RT @glenmatchu: Recording Academy and The Oscars after Gaga tweeting the alleged lyrics of \xe2\x80\x9cHold My Hand\xe2\x80\x9d from #TopGun : https://t.co/l2ZD5\xe2\x80\xa6'
CKC_Ray,2022-04-26 04:12:11+00:00,b'@NintendoAmerica Chris p ratt will win every Oscars for this movie'
TheTHEHollywood,2022-04-26 04:11:47+00:00,b'The Oscars needs to hire NBA security https://t.co/YFlkQD7i1X'
M_R_Obsession,2022-04-26 04:11:37+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
GOATLifeNFT,2022-04-26 04:11:34+00:00,"b'When I met Tyler Henry @tyhenrymedium at the Oscars Pre-party, I had no clue he\xe2\x80\x99d have his own hit @Netflix series,\xe2\x80\xa6 https://t.co/OiTZwZVkB6'"
Lesterr69gmail2,2022-04-26 04:11:17+00:00,b'RT @Road2Oscars: Your 2023 #Oscars Original Song winner.\nAKA Billie Eilish wins back to back #Oscars.\n#TurningRed #NobodyLikeU #4Town'
RL38028602,2022-04-26 04:11:11+00:00,b'@TheChromaticano @AheadOfHerTimee Gaga is not letting TS win the Oscars \xf0\x9f\x99\x8a'
cyrusmassoudi,2022-04-26 04:10:41+00:00,"b'RT @TheAcademy: From Stephen King adaptations to returning cinema maestros, check out these high-profile horror titles coming your way late\xe2\x80\xa6'"
kbfornow,2022-04-26 04:10:40+00:00,b'RT @Variety: American Cinema Editors Call on Academy to Rethink Cut Categories Ahead of 2023\xc2\xa0Oscars https://t.co/y52Lvjmj3z'
modernnewsgh,2022-04-26 04:10:02+00:00,"b'Oscars slap: Chris Rock\xe2\x80\x99s mom breaks silence, says son didn\xe2\x80\x99t deserve\xc2\xa0it https://t.co/Ar4mXyhlOr'"
toondogger,2022-04-26 04:08:47+00:00,"b'RT @TheLazyBam: @leighlew3 Oscars: ""And the winner is... Leigh Lew--""\nLeigh: ""First of all, Kara leaned in. Supercorp endgame!""'"
anissiaxo,2022-04-26 04:08:37+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
kkeithley,2022-04-26 04:07:20+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
quenotedariayo,2022-04-26 04:06:22+00:00,b'RT @DesmondDoss: Just putting this out there... Andrew Garfield deserved an Oscar for Best Actor in Hacksaw Ridge\n\n#Oscars  #AcademyAwards\xe2\x80\xa6'
young_mullarr,2022-04-26 04:05:48+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
MOSOFICAR,2022-04-26 04:05:21+00:00,"b'@TMZ ""Unrelated to Oscars slap"" sure...'"
PITCHERPARK,2022-04-26 04:05:06+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
LunaDra101013,2022-04-26 04:03:08+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
Mar8Kus,2022-04-26 04:03:05+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
daemonxlovell,2022-04-26 04:02:51+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
majic945,2022-04-26 04:02:37+00:00,"b'Hot Spot: Chris Rock\xe2\x80\x99s Mom Responds To The Oscars Slap, \xe2\x80\x98He Slapped All Of Us\xe2\x80\x99 [WATCH] https://t.co/hMpIUjF1RR'"
roxi0072,2022-04-26 04:02:27+00:00,b'RT @SonicMovie: See you at the Oscars.'
anotherashwin,2022-04-26 04:01:48+00:00,b'Every morning I wake up and spend an hour thinking about how nobody I know personally including @quofles who watche\xe2\x80\xa6 https://t.co/aUdCWKXdqK'
pamgugyu,2022-04-26 04:01:34+00:00,b'RT @Variety: American Cinema Editors Call on Academy to Rethink Cut Categories Ahead of 2023\xc2\xa0Oscars https://t.co/y52Lvjmj3z'
ravahssamoth,2022-04-26 04:01:11+00:00,"b'RT @PopBase: Chris Rock\xe2\x80\x99s mom talks about the Oscars slap:\n\n\xe2\x80\x9cWhen Will slapped Chris, he slapped all of us. But he really slapped me. Becau\xe2\x80\xa6'"
EW,2022-04-26 04:00:21+00:00,"b""The friendships made during #WhiteMenCantJump have endured for just as long as the movie's impact. https://t.co/BtlEadJqW7"""
CedricNettles,2022-04-26 03:57:59+00:00,b'American Cinema Editors Call on Academy to Rethink Cut Categories Ahead of 2023 Oscars https://t.co/0FuldnRH6X The\xe2\x80\xa6 https://t.co/Yuws61bYIs'
Oscars_Daddy,2022-04-26 03:57:47+00:00,b'RT @filmfare: The handsome #SidharthMalhotra was clicked at the airport earlier today. \xf0\x9f\x92\x99 https://t.co/SPNLlotqz6'
rsemoonsault,2022-04-26 03:57:39+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
MadrasTribune,2022-04-26 03:56:52+00:00,"b""Will Smith yet to 'personally apologise' to Chris Rock for the Oscars slap? - The Madras Tribune \n#MadrasTribune\xe2\x80\xa6 https://t.co/vUHhMwShMF"""
AnneMellBird,2022-04-26 03:56:22+00:00,b'RT @HeatherMcTeer: The Secretary General of the @UN said to prevent #climate catastrophe biggest emitters must cut THIS YEAR. Translation:\xe2\x80\xa6'
Gail77900031,2022-04-26 03:56:20+00:00,b'RT @Gail77900031: Roland Martin Deconstructs Will Smith Slap Of Chris Rock At The Oscars. ... https://t.co/XgTxc7Rne5 via @YouTube'
GinaLawriw,2022-04-26 03:55:41+00:00,"b'Chris Rock\xe2\x80\x99s Mother Speaks Out About Will Smith Slapping Her Son At Oscars: \xe2\x80\x9cWhen He Slapped Chris, He Slapped All\xe2\x80\xa6 https://t.co/ZCgvah9HcL'"
jibinjoyindia,2022-04-26 03:54:24+00:00,"b'RT @suren_vienna: \xe2\x9a\xa1\xef\xb8\x8f\xc2\xabWhite Helmets\xc2\xbb are already in Ukraine\xc2\xbb, - said Dmitry Polyanskiy (@Dpol_un), First Deputy Permanent Representative of\xe2\x80\xa6'"
GiantSizeBort,2022-04-26 03:54:01+00:00,"b'Vince McMahon finally watch the Oscars, did he?'"
NancyRPfeiffer,2022-04-26 03:53:50+00:00,"b""RT @lorrainemking: There's more outrage at Will Smith giving Chris Rock a slap at the Oscars than unarmed Patrick Lyoya being shot in the b\xe2\x80\xa6"""
doughjack_,2022-04-26 03:53:37+00:00,"b'will smith showing up to the 2023 oscars: eyyy its-a me, italian will smith, i\xe2\x80\x99m a different guy'"
ChubMangoDaddy,2022-04-26 03:53:31+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
BiggKaye,2022-04-26 03:53:13+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
CupcakeSuz,2022-04-26 03:53:06+00:00,"b""RT @lorrainemking: There's more outrage at Will Smith giving Chris Rock a slap at the Oscars than unarmed Patrick Lyoya being shot in the b\xe2\x80\xa6"""
pinkvilla,2022-04-26 03:52:36+00:00,"b""#WillSmith yet to 'personally apologise' to #ChrisRock for the Oscars slap?\nhttps://t.co/8gAeEJdl5M"""
ZoeRoseBryant,2022-04-26 03:52:27+00:00,"b'It\xe2\x80\x99s officially been one year since the 2021 Oscars, which is yet another reminder that that never-ending awards se\xe2\x80\xa6 https://t.co/ndtIqqVtkq'"
tonytonypeyser,2022-04-26 03:52:15+00:00,"b'Best Slapper Travels To India For ""Spiritual \nPuposes"" After Oscars Incident\n\nI know he wants to show he\'s trying t\xe2\x80\xa6 https://t.co/ofaRlGAMbC'"
tonytonypeyser,2022-04-26 03:51:05+00:00,"b'@kathygriffin \n\nBest Slapper Travels To India For ""Spiritual Puposes"" After Oscars Incident\n\nI know he wants to sho\xe2\x80\xa6 https://t.co/rXf6t5U9UD'"
ejlazar,2022-04-26 03:50:56+00:00,b'RT @AngelSessions: Thank you to @rnbsouleffectv for this wonderful interview yesterday. I appreciate you! Enjoy everyone!https://t.co/3yWnC\xe2\x80\xa6'
cartoonmovieguy,2022-04-26 03:50:31+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
ToriaLeonor_,2022-04-26 03:50:31+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
Somwherbov,2022-04-26 03:50:18+00:00,"b""RT @lorrainemking: There's more outrage at Will Smith giving Chris Rock a slap at the Oscars than unarmed Patrick Lyoya being shot in the b\xe2\x80\xa6"""
locke2523,2022-04-26 03:50:05+00:00,"b""@atx_zak I knew about the Oscars thing but that's disgusting"""
MorgaineSwann,2022-04-26 03:49:41+00:00,"b'RT @DempseyTwo: You read that one court document, or that one local article, or that one transcript and you cry tears of anger because what\xe2\x80\xa6'"
AbigailA1972,2022-04-26 03:49:34+00:00,"b'RT @NYDailyNews: \xe2\x80\x9cWhen he slapped Chris, he slapped all of us,\xe2\x80\x9d Rose Rock said\n\n\xe2\x80\x9cHe really slapped me.\xe2\x80\x9d She thought she saw a staged skit w\xe2\x80\xa6'"
wsepulved32,2022-04-26 03:49:31+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
TheBarkingOttr,2022-04-26 03:48:49+00:00,"b""RT @Blackinthe416: There's more outrage at Will Smith giving Chris Rock a slap at the Oscars than unarmed #PatrickLyoya being shot in the b\xe2\x80\xa6"""
JRB_Direct,2022-04-26 03:47:53+00:00,"b'RT @TheKleinFelt: Cant wait for El Muerto to beat out Miles Morales showing up in Avengers 5 for ""Fan Favorite Moment"" at the 2025 Oscars.'"
Birlajona,2022-04-26 03:47:46+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
ReginaHouTX,2022-04-26 03:46:37+00:00,b'RT @gibsonoma: The best thing I\xe2\x80\x99ve ever heard: Lindsay Hubbard loved the dress that Halle Berry wore to the 2002 Oscars so much that she sa\xe2\x80\xa6'
GamerOnWheelz21,2022-04-26 03:46:36+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
aydengeighjones,2022-04-26 03:46:29+00:00,"b""RT @ThrowbacksGaga: 1 year ago today: Lady Gaga sends a message to the audience of Elton John's EJAF Oscars Party.\n\n(Apr 25, 2021) https://\xe2\x80\xa6"""
meganw8613,2022-04-26 03:46:21+00:00,"b'RT @inlauvperry: Cancel culture really is the weirdest thing, Will Smith is cancelled for hitting Chris Rock at the Oscars but Amber Heard\xe2\x80\xa6'"
realfacade1,2022-04-26 03:46:16+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
vishow_samudraw,2022-04-26 03:46:07+00:00,"b'RT @AMCTheatres: Covering SIX universes, #Oscars winners Phil Lord and Chris Miller present an unfinished version of the first 15 minutes o\xe2\x80\xa6'"
lzapp16,2022-04-26 03:45:36+00:00,"b'RT @Le202nard: When asked about his reaction to the Oscars last night, Ted Cruz said without a hint of irony, ""Everybody knows if somebody\xe2\x80\xa6'"
SaraRose2480,2022-04-26 03:45:06+00:00,"b'RT @PopBase: Chris Rock\xe2\x80\x99s mom talks about the Oscars slap:\n\n\xe2\x80\x9cWhen Will slapped Chris, he slapped all of us. But he really slapped me. Becau\xe2\x80\xa6'"
The_Girly_Nerd,2022-04-26 03:45:04+00:00,b'@Erikakamoviefan I don\xe2\x80\x99t think it\xe2\x80\x99s underrated at all. I feel like it\xe2\x80\x99s always been well received and popular and i\xe2\x80\xa6 https://t.co/9MUXusNyRy'
bnsf_rr,2022-04-26 03:43:57+00:00,b'Josh Brolin \xe2\x80\x98wanted to be in the centre of\xe2\x80\x99 the Will Smith Oscars drama https://t.co/uXI5zjFB4i \nScary to have read\xe2\x80\xa6 https://t.co/cbz0oyXm2J'
HeatherMcTeer,2022-04-26 03:43:31+00:00,b'The Secretary General of the @UN said to prevent #climate catastrophe biggest emitters must cut THIS YEAR. Translat\xe2\x80\xa6 https://t.co/gZP3yBSn9k'
RyanConde8,2022-04-26 03:42:59+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
Alphaliljay,2022-04-26 03:42:52+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
Cman710,2022-04-26 03:42:39+00:00,"b'#TheNorthman is yet another masterpiece by Robert Eggars. And I\xe2\x80\x99m telling you, this one is coming to take all the O\xe2\x80\xa6 https://t.co/ZNfv3tIlva'"
readwhathappens,2022-04-26 03:42:26+00:00,b'RT @gibsonoma: The best thing I\xe2\x80\x99ve ever heard: Lindsay Hubbard loved the dress that Halle Berry wore to the 2002 Oscars so much that she sa\xe2\x80\xa6'
CentralHFT,2022-04-26 03:42:24+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
LukeNuag,2022-04-26 03:42:17+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
pedroiriarte_,2022-04-26 03:41:48+00:00,"b'marvel is always so pressed about not getting nominations for oscars, but continues to hire artists/celebrities wit\xe2\x80\xa6 https://t.co/M2NulpJB3e'"
FARKnnDB,2022-04-26 03:41:38+00:00,b'RT @paul_lander: Will Smith Traveled to India for Spiritual Purposes One Month After Oscars Slap: Source \xe2\x80\xa6 ironically he\xe2\x80\x99s one of the few p\xe2\x80\xa6'
JasonLopezII,2022-04-26 03:41:06+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
sportslovin,2022-04-26 03:40:24+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
ThatSiamGuy1988,2022-04-26 03:40:03+00:00,b'RT @ErikDavis: Notes on Sony\xe2\x80\x99s #CinemaCon presentation: \n- #AcrossTheSpiderVerse footage was the big winner. Everyone walking out is RAVING\xe2\x80\xa6'
pyhtcns,2022-04-26 03:40:01+00:00,b'@leafharrison because its the best movie in the world it will sweep the oscars next year im telling u https://t.co/lwlL2fFg0B'
esrar69,2022-04-26 03:39:36+00:00,b'@kunalkamra88 He must be nominated to OSCARS.. I am pretty sure he will win oscar for best actor.'
MarceloColin6,2022-04-26 03:38:52+00:00,b'RT @RichardCheese: the oscars this year just hit different'
jazzt,2022-04-26 03:38:17+00:00,b'RT @Variety: American Cinema Editors Call on Academy to Rethink Cut Categories Ahead of 2023\xc2\xa0Oscars https://t.co/y52Lvjmj3z'
Quellsbaby,2022-04-26 03:38:11+00:00,b'RT @CassanovaHefner: This Slap better than the Oscars. HANDS DOWN! \xf0\x9f\x98\xae\xe2\x80\x8d\xf0\x9f\x92\xa8 https://t.co/VorceYAWmg'
EvilMarkOG,2022-04-26 03:37:50+00:00,b'RT @RichardCheese: the oscars this year just hit different'
LawPoullard,2022-04-26 03:37:25+00:00,b'@Grlynerd @DanCrenshawTX Twitter is melting down faster than Will Smith at the Oscars.'
ycdjuduztc,2022-04-26 03:37:19+00:00,b'RT @MrGalacticoXX: @ThePossessedNFT \xf0\x9f\x9a\xa8URGENT ALERT!\xf0\x9f\x9a\xa8 WE NOW KNOW THE ORIGIN OF THE OUTBREAK. IT HAPPENED AT THE OSCARS! A CERTAIN OSCAR WINN\xe2\x80\xa6'
PUATI_LUTONADIO,2022-04-26 03:37:10+00:00,"b'RT @PopBase: Chris Rock\xe2\x80\x99s mom talks about the Oscars slap:\n\n\xe2\x80\x9cWhen Will slapped Chris, he slapped all of us. But he really slapped me. Becau\xe2\x80\xa6'"
